idProductNutrient;Salt;SaltId;ProductId
5393;0.118644463094154;5; 699
5394;0.929693792837061;5; 700
5395;0.621185987818171;5; 701
5396;0.258805764081937;5; 702
5397;0.930213165562547;5; 703
5398;0.570968160691698;5; 704
5399;0.606722577282627;5; 705
5400;0.329892958723927;5; 706
5401;0.0640932482261256;5; 707
5402;0.82003861773789;5; 708
5403;0.889854989781387;5; 709
5404;0.145999462047061;5; 710
5405;0.046592869617019;5; 711
5406;0.927142407349595;5; 712
5407;0.970344418382864;5; 713
5408;0.635549928963515;5; 714
5409;0.806655558644472;5; 715
5410;0.244574282977338;5; 716
5411;0.485509780693247;5; 717
5412;0.25022525916823;5; 718
5413;0.218528665489645;5; 719
5414;0.0755879027721252;5; 720
5415;0.120023938857299;5; 721
5416;0.92168327112963;5; 722
5417;0.969461452034658;5; 723
5418;0.8964004713466;5; 724
5419;0.409062979920909;5; 725
5420;0.657940418913523;5; 726
5421;0.218360509932339;5; 727
5422;0.75246494879386;5; 728
5423;0.19366966725119;5; 729
5424;0.75164617296097;5; 730
5425;0.275619942464365;5; 731
5426;0.408321563282686;5; 732
5427;0.730260343857066;5; 733
5428;0.420324544904208;5; 734
5429;0.395481330937396;5; 735
5430;0.968044451998652;5; 736
5431;0.044833061634311;5; 737
5432;0.445894516794819;5; 738
5433;0.549169197956033;5; 739
5434;0.281547383434932;5; 740
5435;0.216339481742751;5; 741
5436;0.132901840149211;5; 742
5437;0.133314793060274;5; 743
5438;0.987040882817967;5; 744
5439;0.525190666188656;5; 745
5440;0.884843547467655;5; 746
5441;0.068024770090418;5; 747
5442;0.620443904588703;5; 748
5443;0.384919637069253;5; 749
5444;0.736965103846987;5; 750
5445;0.04526885450142;5; 751
5446;0.751703550218962;5; 752
5447;0.926321266459178;5; 753
5448;0.0754790289263734;5; 754
5449;0.71468993792116;5; 755
5450;0.593639133324729;5; 756
5451;0.166478896790376;5; 757
5452;0.91298728851679;5; 758
5453;0.139122087903731;5; 759
5454;0.442937065424486;5; 760
5455;0.443393056903802;5; 761
5456;0.138116940372785;5; 762
5457;0.626996918583557;5; 763
5458;0.534096292472926;5; 764
5459;0.811229528939705;5; 765
5460;0.449128953545727;5; 766
5461;0.966865861648049;5; 767
5462;0.145014283459885;5; 768
5463;0.0152269696387825;5; 769
5464;0.675503765972795;5; 770
5465;0.745817922990482;5; 771
5466;0.177229383772015;5; 772
5467;0.10250833749567;5; 773
5468;0.853704287019712;5; 774
5469;0.599855555714691;5; 775
5470;0.488260741874308;5; 776
5471;0.804277786543479;5; 777
5472;0.0169501661276352;5; 778
5473;0.140091623168948;5; 779
5474;0.723007258620949;5; 780
5475;0.413269822127753;5; 781
5476;0.593255438101711;5; 782
5477;0.829561836129527;5; 783
5478;0.0468589496473011;5; 784
5479;0.520577407022156;5; 785
5480;0.238264352179316;5; 786
5481;0.146681246797502;5; 787
5482;0.12494314208424;5; 788
5483;0.520566143841533;5; 789
5484;0.998749255608771;5; 790
5485;0.688336208902735;5; 791
5486;0.726230128133535;5; 792
5487;0.475553751213553;5; 793
5488;0.631732855660294;5; 794
5489;0.982023053405232;5; 795
5490;0.790972917492891;5; 796
5491;0.448615280445688;5; 797
5492;0.0148846171250036;5; 798
5493;0.411221899818018;5; 799
5494;0.897187232457934;5; 800
5495;0.464298311263531;5; 801
5496;0.122005055703326;5; 802
5497;0.14252389560886;5; 803
5498;0.982886290952035;5; 804
5499;0.133604919049508;5; 805
5500;0.834040241940135;5; 806
5501;0.274378710360986;5; 807
5502;0.659535288594734;5; 808
5503;0.941342588120815;5; 809
5504;0.579090137880389;5; 810
5505;0.725365169037032;5; 811
5506;0.613442838001203;5; 812
5507;0.914475102368308;5; 813
5508;0.210661185490923;5; 814
5509;0.305452330197925;5; 815
5510;0.495202355803179;5; 816
5511;0.797965460072326;5; 817
5512;0.740554515175497;5; 818
5513;0.496485036215955;5; 819
5514;0.117326351689903;5; 820
5515;0.505475292078807;5; 821
5516;0.556328226585199;5; 822
5517;0.654657650439135;5; 823
5518;0.896772445466801;5; 824
5519;0.98382831519823;5; 825
5520;0.346709830470155;5; 826
5521;0.0585284971872589;5; 827
5522;0.544427868123533;5; 828
5523;0.0285505448193125;5; 829
5524;0.3415284315076;5; 830
5525;0.334973973526181;5; 831
5526;0.981115730459212;5; 832
5527;0.264369304835734;5; 833
5528;0.283561254374984;5; 834
5529;0.814751128366335;5; 835
5530;0.279959919723779;5; 836
5531;0.606344994492117;5; 837
5532;0.024045146422398;5; 838
5533;0.717311513044911;5; 839
5534;0.0831248858160432;5; 840
5535;0.00721408627683806;5; 841
5536;0.749480326819671;5; 842
5537;0.270333888131799;5; 843
5538;0.819651993737343;5; 844
5539;0.250062286468801;5; 845
5540;0.17703290174867;5; 846
5541;0.0120716420268641;5; 847
5542;0.847410972302445;5; 848
5543;0.340412179960539;5; 849
5544;0.391259248682547;5; 850
5545;0.531339622254458;5; 851
5546;0.522122949643079;5; 852
5547;0.838085595362154;5; 853
5548;0.634743734482749;5; 854
5549;0.250163103906177;5; 855
5550;0.0564742156473076;5; 856
5551;0.730480758433259;5; 857
5552;0.507489238062592;5; 858
5553;0.676980194875289;5; 859
5554;0.0104330000163214;5; 860
5555;0.365778610363079;5; 861
5556;0.540979108851191;5; 862
5557;0.332752479112435;5; 863
5558;0.37613634906154;5; 864
5559;0.288167824374931;5; 865
5560;0.593841652880172;5; 866
5561;0.0259432588887563;5; 867
5562;0.609755085917166;5; 868
5563;0.746820133933086;5; 869
5564;0.840248447457126;5; 870
5565;0.0419733054861079;5; 871
5566;0.732895319301843;5; 872
5567;0.837952254875089;5; 873
5568;0.510744722541089;5; 874
5569;0.592534236636487;5; 875
5570;0.253556999643808;5; 876
5571;0.332145886590018;5; 877
5572;0.0147801713067139;5; 878
5573;0.299336124653677;5; 879
5574;0.636283959980969;5; 880
5575;0.796097939769827;5; 881
5576;0.603670945822855;5; 882
5577;0.557859430175878;5; 883
5578;0.981173478029518;5; 884
5579;0.747743260794687;5; 885
5580;0.619880264788527;5; 886
5581;0.261902975334603;5; 887
5582;0.602319777679884;5; 888
5583;0.526172558626563;5; 889
5584;0.215310728051187;5; 890
5585;0.474251779599816;5; 891
5586;0.293294865617904;5; 892
5587;0.501809048630146;5; 893
5588;0.195549943710556;5; 894
5589;0.17575122404286;5; 895
5590;0.941001439780326;5; 896
5591;0.61933422266975;5; 897
5592;0.758436266649089;5; 898
5593;0.703284501713105;5; 899
5594;0.819638074633559;5; 900
5595;0.723095129043088;5; 901
5596;0.774860491258169;5; 902
5597;0.393218389091698;5; 903
5598;0.667255855483652;5; 904
5599;0.0746230215733567;5; 905
5600;0.82779632258914;5; 906
5601;0.323071248143164;5; 907
5602;0.798106301338613;5; 908
5603;0.858722459839909;5; 909
5604;0.894121706746964;5; 910
5605;0.192632046019576;5; 911
5606;0.703621929772331;5; 912
5607;0.158801722211683;5; 913
5608;0.0502128542595753;5; 914
5609;0.113358542651333;5; 915
5610;0.463666909395497;5; 916
5611;0.0311569061257626;5; 917
5612;0.157245921017746;5; 918
5613;0.333756757689188;5; 919
5614;0.232716804188428;5; 920
5615;0.464275467648982;5; 921
5616;0.500834885718189;5; 922
5617;0.0323941798140311;5; 923
5618;0.113851003474551;5; 924
5619;0.31369630829346;5; 925
5620;0.936134471528252;5; 926
5621;0.724062875596284;5; 927
5622;0.418238744469365;5; 928
5623;0.446302526731434;5; 929
5624;0.0726631024579297;5; 930
5625;0.329732647439616;5; 931
5626;0.0330551633321885;5; 932
5627;0.976254041512774;5; 933
5628;0.432696260140467;5; 934
5629;0.043436962193575;5; 935
5630;0.72736390066246;5; 936
5631;0.214076512419922;5; 937
5632;0.950317417460269;5; 938
5633;0.896399581849908;5; 939
5634;0.291973799160535;5; 940
5635;0.191725199284747;5; 941
5636;0.965536845571664;5; 942
5637;0.253438755528627;5; 943
5638;0.303681680971279;5; 944
5639;0.347835547534139;5; 945
5640;0.235305987297377;5; 946
5641;0.513785386113555;5; 947
5642;0.740934946007187;5; 948
5643;0.646196084912599;5; 949
5644;0.331411724352575;5; 950
5645;0.904801884325464;5; 951
5646;0.340032851393618;5; 952
5647;0.0401151229435713;5; 953
5648;0.912229023039983;5; 954
5649;0.20730175873392;5; 955
5650;0.435437346291456;5; 956
5651;0.256851176459755;5; 957
5652;0.78723422598793;5; 958
5653;0.374393534540616;5; 959
5654;0.304066730306656;5; 960
5655;0.790997731599709;5; 961
5656;0.350999276077568;5; 962
5657;0.522155440047241;5; 963
5658;0.0300559725689544;5; 964
5659;0.626333455394254;5; 965
5660;0.30068870581887;5; 966
5661;0.605485085972025;5; 967
5662;0.629451809434193;5; 968
5663;0.600559380838101;5; 969
5664;0.00723039413411319;5; 970
5665;0.138555951680917;5; 971
5666;0.960364553638299;5; 972
5667;0.848646725295603;5; 973
5668;0.652618112544126;5; 974
5669;0.416549639624369;5; 975
5670;0.249442159615513;5; 976
5671;0.124487379095523;5; 977
5672;0.669123890088697;5; 978
5673;0.522326258963403;5; 979
5674;0.29489178310978;5; 980
5675;0.740522861696036;5; 981
5676;0.203160688468534;5; 982
5677;0.9912958123032;5; 983
5678;0.709083751059834;5; 984
5679;0.866736874448959;5; 985
5680;0.553654903211301;5; 986
5681;0.337458842651593;5; 987
5682;0.988459477686061;5; 988
5683;0.533589742011209;5; 989
5684;0.849936665025622;5; 990
5685;0.924098857944396;5; 991
5686;0.35694159082313;5; 992
5687;0.922531393864868;5; 993
5688;0.296291247886278;5; 994
5689;0.968298383504461;5; 995
5690;0.124934825483483;5; 996
5691;0.475964394995412;5; 997
5692;0.0797999109850881;5; 998
5693;0.0504265527716476;5; 999
