idProductNutrient;Carbohydrates;CarbohydratesId;ProductId
4490;33.6182502120558;2; 699
4491;17.9437707576024;2; 700
4492;12.3789095041343;2; 701
4493;37.9936721330697;2; 702
4494;21.9118984480611;2; 703
4495;31.4790003392502;2; 704
4496;27.7651023760751;2; 705
4497;32.239269718125;2; 706
4498;36.0100248939196;2; 707
4499;20.5216930542473;2; 708
4500;39.5747276605366;2; 709
4501;35.9446259923317;2; 710
4502;10.3320375697102;2; 711
4503;25.3103947690743;2; 712
4504;37.9101829482105;2; 713
4505;22.3415661099484;2; 714
4506;24.7208085762647;2; 715
4507;13.8431712286901;2; 716
4508;39.432320937319;2; 717
4509;25.8828920443762;2; 718
4510;37.2595563225311;2; 719
4511;12.4602703966872;2; 720
4512;26.5718628106211;2; 721
4513;25.0163510450016;2; 722
4514;15.4423018191782;2; 723
4515;30.6378727921381;2; 724
4516;37.0673624531933;2; 725
4517;20.5200182722399;2; 726
4518;13.2210658833472;2; 727
4519;10.9327535447992;2; 728
4520;29.6786241705028;2; 729
4521;22.9215507546643;2; 730
4522;37.9976484513476;2; 731
4523;22.8040677153808;2; 732
4524;29.7945414740408;2; 733
4525;36.3488330005435;2; 734
4526;14.746446687075;2; 735
4527;37.4813843278949;2; 736
4528;17.2066427482137;2; 737
4529;34.3615715454364;2; 738
4530;17.7564353456393;2; 739
4531;34.7591924344191;2; 740
4532;27.8794256760531;2; 741
4533;21.6063218790233;2; 742
4534;39.6027316226132;2; 743
4535;22.7795656162689;2; 744
4536;34.5455590299716;2; 745
4537;24.8609442291347;2; 746
4538;14.1930097589919;2; 747
4539;33.3552780408007;2; 748
4540;28.1085864315962;2; 749
4541;37.901531947995;2; 750
4542;20.1507995742206;2; 751
4543;20.9460643876602;2; 752
4544;35.3347740322656;2; 753
4545;16.023016506812;2; 754
4546;31.2481200092778;2; 755
4547;32.5267948765307;2; 756
4548;29.9408814243908;2; 757
4549;34.0301825190236;2; 758
4550;20.2222307762341;2; 759
4551;11.9325974766502;2; 760
4552;13.075727404601;2; 761
4553;15.5999001795035;2; 762
4554;16.6328313279899;2; 763
4555;32.930486838685;2; 764
4556;20.7978708963367;2; 765
4557;26.0917744129316;2; 766
4558;32.8414399849164;2; 767
4559;13.156054154619;2; 768
4560;11.6594962740566;2; 769
4561;39.4377323792249;2; 770
4562;32.5506167233946;2; 771
4563;26.5383403314383;2; 772
4564;13.3620936945158;2; 773
4565;19.5368298511667;2; 774
4566;33.3248325857763;2; 775
4567;33.8538716116764;2; 776
4568;27.9688415900723;2; 777
4569;39.5694886528863;2; 778
4570;39.9928668483628;2; 779
4571;23.3415618214321;2; 780
4572;35.8725830938243;2; 781
4573;22.9599194066856;2; 782
4574;29.4073680759948;2; 783
4575;24.4609648748203;2; 784
4576;18.9877081103409;2; 785
4577;34.6261125372723;2; 786
4578;22.4649469271099;2; 787
4579;22.006434445072;2; 788
4580;37.1920174907;2; 789
4581;23.9231485302067;2; 790
4582;25.4070057749221;2; 791
4583;17.0124431007455;2; 792
4584;28.8002826605814;2; 793
4585;29.378844816217;2; 794
4586;32.8866620146437;2; 795
4587;37.4093621580493;2; 796
4588;23.3258185142395;2; 797
4589;16.2123910652853;2; 798
4590;21.3190825750937;2; 799
4591;32.3642116563156;2; 800
4592;29.3061250732606;2; 801
4593;38.6416342583827;2; 802
4594;31.9803822239849;2; 803
4595;25.2015561930562;2; 804
4596;11.0171619964972;2; 805
4597;35.8241873705229;2; 806
4598;11.7442528853474;2; 807
4599;38.2311645101176;2; 808
4600;15.550334657298;2; 809
4601;26.8459616583385;2; 810
4602;16.3931417415946;2; 811
4603;32.7527930701431;2; 812
4604;18.4961927346586;2; 813
4605;30.8282258153835;2; 814
4606;14.8002874631463;2; 815
4607;12.9142186422925;2; 816
4608;17.4852737829566;2; 817
4609;30.841685480058;2; 818
4610;27.3444828174931;2; 819
4611;13.7815469649079;2; 820
4612;20.6870659741965;2; 821
4613;16.5732763978485;2; 822
4614;32.8322155855456;2; 823
4615;16.9426390054116;2; 824
4616;27.4866957388259;2; 825
4617;22.6537269569576;2; 826
4618;26.8900889771823;2; 827
4619;39.8133233511406;2; 828
4620;32.4966835545591;2; 829
4621;37.850073953575;2; 830
4622;22.5991657271826;2; 831
4623;18.4094472919101;2; 832
4624;10.7267781924228;2; 833
4625;36.8946836494022;2; 834
4626;15.4586679730228;2; 835
4627;27.9789007044027;2; 836
4628;39.8476909575812;2; 837
4629;14.2343566443443;2; 838
4630;15.2686594299081;2; 839
4631;30.3710401806091;2; 840
4632;22.0554049324309;2; 841
4633;27.4501401064713;2; 842
4634;20.9635245735014;2; 843
4635;16.5889673574747;2; 844
4636;30.0513738015885;2; 845
4637;24.4061503619778;2; 846
4638;17.2887782006922;2; 847
4639;32.6024104312512;2; 848
4640;24.8734699967553;2; 849
4641;22.6282524378714;2; 850
4642;37.369112424685;2; 851
4643;25.6979767550126;2; 852
4644;11.359182764518;2; 853
4645;14.8893505734252;2; 854
4646;15.8595303373993;2; 855
4647;22.8167944782508;2; 856
4648;37.2460562938424;2; 857
4649;13.0647885382006;2; 858
4650;28.4694560564523;2; 859
4651;11.8694533460356;2; 860
4652;10.2819754196771;2; 861
4653;19.2510438246025;2; 862
4654;29.6270023042729;2; 863
4655;35.3335977588841;2; 864
4656;31.1409255505308;2; 865
4657;28.2903324129459;2; 866
4658;35.7830522045429;2; 867
4659;21.8060908283879;2; 868
4660;19.002370395157;2; 869
4661;11.9864729657976;2; 870
4662;28.6221961842481;2; 871
4663;25.0055145147773;2; 872
4664;23.161800636879;2; 873
4665;19.9140944506431;2; 874
4666;32.4448307816121;2; 875
4667;31.6623760643126;2; 876
4668;14.494892140633;2; 877
4669;33.241511484925;2; 878
4670;29.6117845810172;2; 879
4671;38.7937154766834;2; 880
4672;32.3367801385502;2; 881
4673;18.9036353667579;2; 882
4674;24.4595732227468;2; 883
4675;32.9803085237286;2; 884
4676;15.8241153755841;2; 885
4677;10.5927214467109;2; 886
4678;32.7651077446311;2; 887
4679;18.9535557460794;2; 888
4680;38.3939109727748;2; 889
4681;12.9579764571391;2; 890
4682;34.4973922013519;2; 891
4683;11.8913036054866;2; 892
4684;17.4483044676895;2; 893
4685;29.7495685858815;2; 894
4686;26.9058746396745;2; 895
4687;17.294352247734;2; 896
4688;26.6274727525162;2; 897
4689;30.9552528451858;2; 898
4690;18.0710725002456;2; 899
4691;13.3940479359851;2; 900
4692;24.7176281992476;2; 901
4693;14.9561498430744;2; 902
4694;12.1946582826959;2; 903
4695;31.4034269333641;2; 904
4696;25.3380315137283;2; 905
4697;26.3713354171933;2; 906
4698;10.8912199243591;2; 907
4699;10.5575696254461;2; 908
4700;21.1061179728569;2; 909
4701;19.2408309015574;2; 910
4702;30.9200141283838;2; 911
4703;11.0482992669032;2; 912
4704;23.7985540124372;2; 913
4705;28.0600184911901;2; 914
4706;11.1657888749332;2; 915
4707;26.3025535128882;2; 916
4708;24.988958680711;2; 917
4709;19.1182725162881;2; 918
4710;30.748742488772;2; 919
4711;36.3661727708426;2; 920
4712;19.4032877253925;2; 921
4713;31.0581179953858;2; 922
4714;33.157246043236;2; 923
4715;12.8737376555902;2; 924
4716;36.7509432243976;2; 925
4717;37.9881886499551;2; 926
4718;32.3128774906798;2; 927
4719;25.8194950389992;2; 928
4720;12.6158750944156;2; 929
4721;18.5511998146618;2; 930
4722;22.8145830442995;2; 931
4723;13.6595495594703;2; 932
4724;33.7750994287385;2; 933
4725;28.0658698982023;2; 934
4726;38.5938566461532;2; 935
4727;27.7411779497552;2; 936
4728;29.6596905305846;2; 937
4729;14.2030473325301;2; 938
4730;11.9803340794571;2; 939
4731;31.7049393486886;2; 940
4732;15.9021277441648;2; 941
4733;20.1595744814518;2; 942
4734;15.8649032118569;2; 943
4735;39.4111581581232;2; 944
4736;10.1425018962099;2; 945
4737;36.4730238057346;2; 946
4738;11.6699404675566;2; 947
4739;14.9195921849464;2; 948
4740;21.0503258231853;2; 949
4741;15.8782002973365;2; 950
4742;25.3888613270828;2; 951
