idProductNutrient;Sugars;SugarsId;ProductId
5694;17.4280466694166;6; 699
5695;5.49964614892373;6; 700
5696;9.5991760213368;6; 701
5697;6.97736414991314;6; 702
5698;20.2210527232222;6; 703
5699;8.63285021683966;6; 704
5700;13.0496725931441;6; 705
5701;7.61526926238333;6; 706
5702;8.54870708494676;6; 707
5703;0.376572998064917;6; 708
5704;21.6833171449523;6; 709
5705;33.5069573729602;6; 710
5706;5.30194437301734;6; 711
5707;21.2041033269858;6; 712
5708;17.8711465129578;6; 713
5709;0.387233494280186;6; 714
5710;6.00779912476447;6; 715
5711;5.21102347924771;6; 716
5712;15.6989653150425;6; 717
5713;18.2545933042374;6; 718
5714;0.373711986325147;6; 719
5715;11.5263286399446;6; 720
5716;13.575827896353;6; 721
5717;3.71974228336259;6; 722
5718;5.53298962835193;6; 723
5719;6.57613569700464;6; 724
5720;10.3605112560882;6; 725
5721;19.1794938999356;6; 726
5722;8.65667527292983;6; 727
5723;2.3056911010227;6; 728
5724;10.0550572982189;6; 729
5725;16.6061773758388;6; 730
5726;31.7499587141661;6; 731
5727;10.605107973372;6; 732
5728;25.8605768164943;6; 733
5729;7.5947283061425;6; 734
5730;7.09572192199876;6; 735
5731;12.1704929812691;6; 736
5732;15.3121522397368;6; 737
5733;26.8541685440198;6; 738
5734;9.47224920230105;6; 739
5735;32.9127748237522;6; 740
5736;20.9804750055189;6; 741
5737;13.8699331184793;6; 742
5738;1.2640578788243;6; 743
5739;19.0660365653903;6; 744
5740;27.6792400655889;6; 745
5741;12.604667479515;6; 746
5742;12.4319128447672;6; 747
5743;24.8530769426589;6; 748
5744;20.2385362200817;6; 749
5745;5.52350512299248;6; 750
5746;0.677231694956129;6; 751
5747;16.8006023704206;6; 752
5748;4.67833071131206;6; 753
5749;7.05363457621968;6; 754
5750;9.32152063174619;6; 755
5751;13.8200772132035;6; 756
5752;9.09259550975854;6; 757
5753;33.3751792506378;6; 758
5754;10.0538140008616;6; 759
5755;2.29600045808635;6; 760
5756;8.02682020748872;6; 761
5757;1.39787751310281;6; 762
5758;3.00059945165335;6; 763
5759;8.9797071505116;6; 764
5760;2.21888495921313;6; 765
5761;9.75522566741425;6; 766
5762;1.77968693999032;6; 767
5763;9.32733628386875;6; 768
5764;4.12501279076343;6; 769
5765;22.1506730443635;6; 770
5766;22.7557213773655;6; 771
5767;17.6855324280188;6; 772
5768;7.38340873001848;6; 773
5769;16.872043619462;6; 774
5770;17.5944709110683;6; 775
5771;14.5588686493351;6; 776
5772;20.8087547341767;6; 777
5773;12.1360329992398;6; 778
5774;17.7863619422473;6; 779
5775;0.462467817339648;6; 780
5776;19.37807355409;6; 781
5777;2.30550129931238;6; 782
5778;1.13401212603597;6; 783
5779;8.68462409823572;6; 784
5780;4.12577952534429;6; 785
5781;22.8492436848337;6; 786
5782;16.3749982123018;6; 787
5783;13.9605541767983;6; 788
5784;7.0763501317352;6; 789
5785;19.8550292950795;6; 790
5786;3.04597860843536;6; 791
5787;8.49642512500668;6; 792
5788;6.02201642814522;6; 793
5789;23.816179031537;6; 794
5790;26.9797842769309;6; 795
5791;8.3204572131923;6; 796
5792;7.09604718974315;6; 797
5793;15.4141359609074;6; 798
5794;1.62530481181438;6; 799
5795;2.76051135482587;6; 800
5796;2.94227437265968;6; 801
5797;15.7000053960501;6; 802
5798;16.272226742728;6; 803
5799;5.38686438150261;6; 804
5800;4.97041619681517;6; 805
5801;34.265209892345;6; 806
5802;8.63863312401858;6; 807
5803;36.2052438510134;6; 808
5804;15.2592004414125;6; 809
5805;1.44569809307465;6; 810
5806;7.92821578352284;6; 811
5807;11.6080172722021;6; 812
5808;16.7098730379244;6; 813
5809;16.0902654696284;6; 814
5810;2.13657601200043;6; 815
5811;9.45259141009557;6; 816
5812;8.51441415170416;6; 817
5813;4.40300478170364;6; 818
5814;1.95147473369011;6; 819
5815;12.543068748089;6; 820
5816;11.6081299545185;6; 821
5817;0.395234237087981;6; 822
5818;3.40373218786848;6; 823
5819;8.19027613424601;6; 824
5820;16.1805670236326;6; 825
5821;2.60647256337181;6; 826
5822;18.131720920114;6; 827
5823;7.56320961852591;6; 828
5824;0.488260376064797;6; 829
5825;30.2447816032379;6; 830
5826;21.4560654578542;6; 831
5827;1.5505486515844;6; 832
5828;3.58429224693769;6; 833
5829;9.71699573502663;6; 834
5830;0.356223038715255;6; 835
5831;5.23245539851816;6; 836
5832;35.2162104505929;6; 837
5833;2.86696546871902;6; 838
5834;15.1038052551204;6; 839
5835;27.7824628694738;6; 840
5836;21.0680301761031;6; 841
5837;18.18365658035;6; 842
5838;17.0042336852125;6; 843
5839;11.7981918583258;6; 844
5840;2.90290944500047;6; 845
5841;4.58876979945887;6; 846
5842;1.76799351888825;6; 847
5843;15.61305859052;6; 848
5844;22.8719210821549;6; 849
5845;5.85049996134762;6; 850
5846;35.0205923145471;6; 851
5847;22.7150201533257;6; 852
5848;0.237154314460425;6; 853
5849;14.7565738417357;6; 854
5850;5.56357718152191;6; 855
5851;4.58875573266016;6; 856
5852;35.136715361978;6; 857
5853;4.87640707810811;6; 858
5854;9.5556213545671;6; 859
5855;0.235131346658794;6; 860
5856;8.50039810119208;6; 861
5857;10.5880482811374;6; 862
5858;11.5029702918331;6; 863
5859;6.69265337381263;6; 864
5860;1.07247296323175;6; 865
5861;13.9661474977252;6; 866
5862;35.6716413758303;6; 867
5863;1.78663659640042;6; 868
5864;7.18489528907586;6; 869
5865;10.9137768198896;6; 870
5866;28.0349397830137;6; 871
5867;18.0245675117676;6; 872
5868;17.3866399831556;6; 873
5869;14.858334137954;6; 874
5870;20.0969800963827;6; 875
5871;16.9599502406361;6; 876
5872;11.748850391554;6; 877
5873;28.6874745460606;6; 878
5874;0.498833280880928;6; 879
5875;0.298384873402929;6; 880
5876;28.4103132941951;6; 881
5877;12.3006855245846;6; 882
5878;2.86729959298853;6; 883
5879;3.81116451495902;6; 884
5880;8.36664500685194;6; 885
5881;10.125762354388;6; 886
5882;9.5307035593138;6; 887
5883;12.8948555818524;6; 888
5884;5.01303629740725;6; 889
5885;6.9473105649536;6; 890
5886;0.885781374607201;6; 891
5887;10.8060039689832;6; 892
5888;3.13275457795096;6; 893
5889;12.8835980284465;6; 894
5890;24.0179667208217;6; 895
5891;2.22306386248831;6; 896
5892;16.0172799490102;6; 897
5893;20.9536768590968;6; 898
5894;9.93229240740669;6; 899
5895;8.55388972559725;6; 900
5896;0.416164168411346;6; 901
5897;10.5491968790312;6; 902
5898;11.5175872588524;6; 903
5899;3.59721619711121;6; 904
5900;24.4024749288578;6; 905
5901;14.8875284727498;6; 906
5902;9.04254347457595;6; 907
5903;4.23914475723007;6; 908
5904;12.4561848788991;6; 909
5905;6.21390304940839;6; 910
5906;5.08401288338609;6; 911
5907;0.0996953728393398;6; 912
5908;20.991388189403;6; 913
5909;1.45505167874346;6; 914
5910;4.52122481572245;6; 915
5911;15.7346343501905;6; 916
5912;15.7117654963822;6; 917
5913;14.1656847437169;6; 918
5914;17.6041096067483;6; 919
5915;36.0971733077692;6; 920
5916;7.08644424959719;6; 921
5917;13.7120628267873;6; 922
5918;13.560215889043;6; 923
5919;4.92245817538723;6; 924
5920;30.2466081197116;6; 925
5921;16.3475759618259;6; 926
5922;21.1297567792882;6; 927
5923;3.492819249071;6; 928
5924;3.20273414361929;6; 929
5925;8.79708796295113;6; 930
5926;11.6047461633638;6; 931
5927;10.7804009271084;6; 932
5928;7.97481649238752;6; 933
5929;8.16076299863174;6; 934
5930;36.7858418390627;6; 935
5931;23.4536241450144;6; 936
5932;21.9492927127871;6; 937
5933;8.43252051449616;6; 938
5934;8.68860603534874;6; 939
5935;3.02392823454554;6; 940
5936;10.6562687798599;6; 941
5937;18.0574122076314;6; 942
5938;10.0266791552666;6; 943
5939;8.66190929461555;6; 944
5940;5.68912862821517;6; 945
5941;12.1427722714533;6; 946
5942;2.3861333743951;6; 947
5943;8.38895912921918;6; 948
5944;13.9729802823458;6; 949
5945;0.618046748615969;6; 950
5946;2.68776239201923;6; 951
5947;24.7459549122213;6; 952
5948;8.25916495295207;6; 953
5949;15.8751714259977;6; 954
5950;11.4153029039311;6; 955
5951;8.31027111199455;6; 956
5952;15.3626463011284;6; 957
5953;10.3161748017122;6; 958
5954;8.92285029569144;6; 959
5955;15.9952548920764;6; 960
5956;2.2536568209688;6; 961
5957;7.76434948436053;6; 962
5958;2.77082814794582;6; 963
5959;29.0992024942246;6; 964
5960;29.9031295370865;6; 965
5961;4.5337334434982;6; 966
5962;8.28532808647079;6; 967
5963;11.3711431909511;6; 968
5964;10.9020115313598;6; 969
5965;29.9803731124664;6; 970
5966;7.32424546317621;6; 971
5967;2.32055718017699;6; 972
5968;24.8496682850179;6; 973
5969;0.563336828606102;6; 974
5970;4.05632343419472;6; 975
5971;11.4344919073413;6; 976
5972;11.6163031163067;6; 977
5973;9.69089409556014;6; 978
5974;1.47574215901671;6; 979
5975;12.0168255838471;6; 980
5976;25.6245099882289;6; 981
5977;8.33610600488018;6; 982
5978;4.74211733974308;6; 983
