idProductNutrient;Fibres;FibresId;ProductId
4791;11.0262251872064;3; 699
4792;11.5100390264898;3; 700
4793;6.00232932443868;3; 701
4794;6.70206821080121;3; 702
4795;4.4778669600999;3; 703
4796;5.13167501603492;3; 704
4797;7.54892140590456;3; 705
4798;10.7085102275545;3; 706
4799;3.12409584178209;3; 707
4800;7.66796270239318;3; 708
4801;10.9858927046164;3; 709
4802;1.59266467982199;3; 710
4803;2.35574717698573;3; 711
4804;2.55300454465474;3; 712
4805;10.6170714467066;3; 713
4806;4.09928357279479;3; 714
4807;2.732131399929;3; 715
4808;7.9330013675061;3; 716
4809;3.2898826425261;3; 717
4810;11.8753261339575;3; 718
4811;7.9953090705713;3; 719
4812;3.29976231997667;3; 720
4813;3.31508507390648;3; 721
4814;7.90735981082963;3; 722
4815;7.84845486243824;3; 723
4816;5.73647140290424;3; 724
4817;1.39643171502168;3; 725
4818;11.6482116314229;3; 726
4819;4.33249043593626;3; 727
4820;7.61663842837716;3; 728
4821;0.968418553994619;3; 729
4822;11.2691154767204;3; 730
4823;7.92124408479685;3; 731
4824;11.5430857089173;3; 732
4825;5.79059375636262;3; 733
4826;6.81204272459863;3; 734
4827;5.97589061409019;3; 735
4828;1.34965708728398;3; 736
4829;9.01084871716622;3; 737
4830;9.43284599737016;3; 738
4831;6.1695121656751;3; 739
4832;2.47350269531017;3; 740
4833;11.3934822511976;3; 741
4834;1.00109382419015;3; 742
4835;4.65493866539082;3; 743
4836;1.96690930494382;3; 744
4837;6.15602697708362;3; 745
4838;3.30045318852182;3; 746
4839;2.79622813341539;3; 747
4840;10.8004895782704;3; 748
4841;7.98267382400003;3; 749
4842;10.1161021464131;3; 750
4843;11.5714291533249;3; 751
4844;8.08740763328542;3; 752
4845;0.355348197317507;3; 753
4846;7.2607239059017;3; 754
4847;6.78794461771036;3; 755
4848;9.14677326734856;3; 756
4849;3.63030805778898;3; 757
4850;9.96329834415129;3; 758
4851;7.15485061751499;3; 759
4852;4.84608032943328;3; 760
4853;5.51907822095937;3; 761
4854;8.90137294059629;3; 762
4855;2.58405651929303;3; 763
4856;4.58048990137606;3; 764
4857;8.29434945320556;3; 765
4858;6.80942222142936;3; 766
4859;3.92700894869766;3; 767
4860;10.1778399133155;3; 768
4861;5.95351147057854;3; 769
4862;10.3381618274677;3; 770
4863;6.42535787869232;3; 771
4864;7.55171579211552;3; 772
4865;2.33798210757601;3; 773
4866;7.81550768665619;3; 774
4867;2.58016913988967;3; 775
4868;11.6303919958874;3; 776
4869;11.163460762263;3; 777
4870;3.41977889841;3; 778
4871;7.65896049397264;3; 779
4872;2.48816519837621;3; 780
4873;10.6137164835453;3; 781
4874;8.33791841296727;3; 782
4875;11.1034323362928;3; 783
4876;1.68263656563383;3; 784
4877;0.952926470757312;3; 785
4878;5.27235830550513;3; 786
4879;6.30880391277934;3; 787
4880;7.61664203985271;3; 788
4881;4.20792586165346;3; 789
4882;1.51423397990251;3; 790
4883;9.41266992168578;3; 791
4884;10.1651462034012;3; 792
4885;2.81503750256364;3; 793
4886;7.03094025931605;3; 794
4887;7.35082039715125;3; 795
4888;3.72466057316716;3; 796
